"student_id","hours_sleep","study_hours","caffeine_mg","exam_score"
1,8.145150136576,5.20096537559849,49.9535381134244,100
2,5.82236219432469,5.04475108716773,166.688859871679,99.7582489611711
3,6.93575409360481,2.99679135316015,208.56625636794,92.6895653176687
4,7.25943512595325,5.84848190167275,252.976962114965,100
5,6.9851219877692,3.33322659124218,81.156920087974,95.9030147670609
6,6.37265058069022,4.10551381245607,92.4572217186447,96.1467270419961
7,8.31382639692673,3.57774411813114,114.708930261994,100
8,6.38640915390428,3.87764982804503,97.2972108961404,100
9,8.92210845665245,4.1881930345015,117.712813842875,100
10,6.4247430811371,4.11916095799701,140.731101616175,95.618299581122
11,8.06584358506818,3.9749074491326,89.9388974630007,100
12,9.24397447124133,4.10807272794203,251.848608349158,100
13,4.83336715866519,3.51456476415333,155.388737244277,79.945523300358
14,6.16545347981915,3.4957828693121,145.794594974721,88.7408472069956
15,6.34001439632761,2.33890092008519,174.78098208023,90.4940946204392
16,7.26314047768409,3.61766627312618,151.870759305898,95.667339013889
17,6.15889649430071,3.4873497421222,143.395598152205,87.9515304294217
18,3.31225349491427,6.7018910003448,223.839371177605,89.7091256498289
19,3.57143968570938,2.63788376881028,139.148489495395,69.4421925383334
20,8.08413601487623,4.13725621855861,85.8198897953887,100
21,6.13203368710583,2.50637493268371,169.28339452217,84.877023194727
22,4.362429879224,2.5295642585632,132.424356323545,80.2275633623052
23,6.29369917308845,4.12470238619701,123.910195332187,95.7441331614614
24,7.95760963900712,3.00336086511596,96.5934399656415,99.8684195117544
25,8.77423215351796,3.99817738569529,171.418295163335,100
26,5.98343704207256,3.57174111857418,141.29908827865,87.2515281335368
27,6.19127674067728,3.3863283935505,175.783386432401,96.7133818100803
28,4.38420429776626,1.97532215458089,138.281736134704,77.214541322227
29,7.05211682579753,2.77525204964001,117.074828708911,89.8440667268359
30,5.73200614884786,4.17951644111794,212.511830203936,90.7840416595498
31,7.04654014788946,4.56762059442354,136.41181424443,100
32,7.34580480467458,3.50712264644653,197.39759979376,94.6819689413108
33,7.74212422636391,4.00006288406535,89.9208784945531,99.0520439222226
34,5.76928834951135,5.12288964337997,126.694195181225,97.5679369511916
35,7.10594614795756,5.43985574297619,136.532430242341,100
36,4.43958958511199,2.90288623159418,130.451729593457,80.8331665867067
37,5.5586491899446,3.88268043974982,217.435350599586,82.0401279289319
38,5.47891088698818,5.2014984009197,148.861764935079,88.6899332180413
39,3.60295082006404,3.5302704194337,162.211292555173,75.0496333015619
40,6.54334712827071,3.947530515061,102.881414606804,93.8136887825892
41,6.7471983202403,3.91389270176291,113.539136174521,97.0136443595546
42,6.0667312417416,3.11232098209357,199.903445427742,92.1373615835088
43,7.40979588283942,3.55531599511526,212.924083229778,94.8386765372006
44,5.62795420750811,3.97055512091176,212.443184440505,84.2037289158133
45,4.85806274669685,3.58613115094208,80.9681475237335,90.0510053611704
46,7.01938163106646,5.1133860233682,252.49803468182,100
47,5.52632818857599,3.51900715834602,200.843641489977,93.4775320935382
48,8.2329215140655,3.56683096739927,148.664126793087,94.0462446066716
49,5.98226455686399,4.6968625765521,185.180388939913,95.4317607562045
50,7.28677746008265,2.94363158682909,101.430738542407,100
51,6.88631031824474,3.95930152484879,95.1921879220571,100
52,5.55939327094355,2.44845517765241,152.45252254688,80.3789724855687
53,8.39087302375037,5.16716954923568,90.075207172111,100
54,7.27147916686078,3.72635429862592,159.500949927987,93.7131596802618
55,6.60771277591953,3.53215467532775,214.885294980233,90.602489125155
56,6.83186089674976,2.76174767201379,98.3063138517625,99.1778402879141
57,7.31514657926633,3.99223796622267,113.077962289347,98.832398956485
58,6.6077994638949,3.19971782204834,152.328196972543,96.9340353930442
59,2.90829190021648,3.46650767004956,99.1201940086947,74.9689477572109
60,6.84185954423679,5.28767524558459,130.835802005686,94.8614706396691
61,6.05931842871083,3.82447412975787,193.63777058357,87.4776547661696
62,6.72227667783873,2.92821761584932,198.477250698506,85.9121095288349
63,7.19818847283861,4.16320688246738,169.192333251355,96.8384703734496
64,8.17968419275121,3.63726158437205,57.4222168466268,100
